case_id,customer_message,cluster_id
apple_1512187,Hmmm. I've updated to iOS 11.1 but my emojis haven't updated. Any bright sparks know why? @AppleSupport?,4
apple_2005116,@AppleSupport again the iPhone refuses to log into wifi. Refuses to download. Why do I have to have this when an iOS upgrade is ready?,1
apple_2926528,@AppleSupport I think you guys are having some major backend issues... https://t.co/OtW34sKHYQ,5
apple_2080772,@115858 your new IOS update is faulty. Phone panel now over sensitive &amp; creating lots of cut off phone calls. So annoying . Pls fix,1
apple_939191,"My laptop told me to update so I did and now the “all my files” option is gone. I use it 3,729 times a day. @115858 what happened??",3
apple_1909088,@AppleSupport ever since i got the ios 11 update my alarms will never go off - i got a iphone 7,4
apple_2355871,@AppleSupport installing my old iPhone (after having logged out and deleted all content) with different apple id. In activation it says the apple id or password is wrong. I know they are correct. What to do?,8
apple_2193371,@AppleSupport the update didn’t fix the “I” bug for me. Is there an update on that ?,10
apple_1679269,@115858 fix this question mark bullshit when I️ type I️ or I’m switching to android !,10
apple_2013646,@AppleSupport @115858 Why does my current phone ALWAYS glitch when a new one becomes available? Updates shouldn’t mean my iPhone 7 is useless,1
apple_2630211,@2531 @116333 @797 I think before launching #iphoneX you should have focused on this #chronic #problem @AppleSupport https://t.co/S8ym38aeDd,7
apple_1712526,@115858 I️ would really appreciate it if you fixed this issue I️ I️ I️,5
apple_2295590,"@AppleSupport hi, since updating to ios11 I now can’t delete any photos off my iPhone! Is this a glitch in the update? During the update it synced somehow and I now I have over 1500 in my deleted folder that werent there before that I can’t permanently delete!! Help please!!",4
apple_1698448,"What do ya know @115858, my phone started to shit itself after it was updated 👀",1
apple_764210,@302636 My phone keeps switching off IPhone6S it's showing the low battery logo and turns on again. It's on 30%! WTF @115858,11
apple_32442,"@AppleSupport It looks like spam, but it bypassed my spam filter. cc: @123196 https://t.co/BORlKFTmWz",2
apple_188545,"@AppleSupport can you tell me why my Iphone7+ keeps turning off as if it died, then comes right back on ?",7
apple_1684519,@AppleSupport can you fix the whole question mark box shit already,5
apple_600441,Looks like @AppleSupport has given up on the iPhone5s - with this new update I can't load any apps on my phone or even make a call. The phone hangs all the time. Definitely not going back to @115858 unless they provide a new update to fix this.,7
apple_949662,@AppleSupport by mistake I chose store as new iPhone what to do now ? Help me please,8
apple_592227,This is what useless @AppleSupport has done to my computer with recent updates. They clearly are in one hell of a mess.👈👎🏼 https://t.co/y7xrNMJCIE,5
apple_2583180,Hey @115858 and @AppleSupport is there anything I can do about these scammers that keep calling me constantly from “Apple inc” they’re so annoying and frustrating. I haven’t gave them any info though.,8
apple_1104692,@AppleSupport my god doesn’t give me updates when I connect to my car blutooth anymore after the iso update. How do I get it back?,1
apple_2709972,@AppleSupport nightstand mode isn’t activating on my Apple Watch S2. watchOS 4.0. Have done multiple power cycles. Disabled/re-enabled. Help?,3
apple_542386,@AppleSupport what’s happening to iPhone resetting back to lock screens??? 🤬,7
apple_2915934,What a cunning and asinine situation @116333 and @123857 have put me in. Now that I've downgraded to Sierra the photos library cannot be downgraded - so no photos. I'm so angry at Apple right now for putting me in this ridiculous situation. Please fix it NOW!,3
apple_1304708,@AppleSupport @115858 Can we order 2 iPhone X on our preorder at midnight?,8
apple_2681371,@AppleSupport What are you doing with the AppleCare + of iPhone 7 users who are getting the iPhone X? Refund? Transferable?,8
apple_2562349,"@AppleSupport My 6s plus is freezes after the latest update i made on Monday 14 of Nov, I cannot use it and the touch screen is not working !!!!!",1
apple_654369,I am getting so sick of mac updates uninstalling things @AppleSupport,3
apple_435181,"@AppleSupport since updating my Apple Watch (series 1), alarms don’t vibrate. Is there a setting option I missed?",3
apple_1082457,This new iOS update is horrible!  I feel like my phone is always on the charger. @AppleSupport,1
apple_1776866,@AppleSupport ios iphone update 11.1 fails with “can’t connect to internet” error. After 4 network resets and tries on AT&amp;T snd HughesNet,4
apple_2004392,@115858 got me so fucked up right now -_-.,2
apple_2280272,Is @AppleSupport going to fix this A question mark thing?!,5
apple_2025294,"iOS 11.1 is causing problems on my iphone 5s , battery draining, notification center freezing, widget lags @AppleSupport @115858",4
apple_2544524,please dear @116333 #helpme my #iPhone works so slow with #iOS1103  even my #AppleWatch has some errors afterthe last update @AppleSupport,4
apple_2367729,"hashtag I, #I still see the #questionmarkinthebox @115858, yes even after the update",5
apple_1700836,@AppleSupport when is an update coming out so that I’d stop looking like question marks? really over it,5
apple_2917336,"And I have the latest software update which is the iOS 11.1.1 -- so...why is my phone freezing constantly with a new iPhone and the latest update? @115858, every time a new phone comes out are you trying to get consumers to update their plan?",4
apple_751232,"latest ios11 update has rendered my iphone completely useless, frozen at lock screen, can neither login/power cycle @115858 @AppleSupport",4
apple_1162149,"@AppleSupport Hi! I’ve received an email from this email address, is it real or it’s a fishing one? Thanks https://t.co/LIdTIZ4iKo",2
apple_1791223,@AppleSupport wanna explain why the one on the left works and the one on the right doesn’t? https://t.co/zBqFU1zYRl,2
apple_2020096,Very annoying noise from the #MacBookPro15 2017 😟 definetly not expected from a USD 3500 laptop 🤦🏻‍♂️@AppleSupport you need to exchange it! https://t.co/O9gROr5yh6,3
apple_644216,@AppleSupport what update for ios is this? My phone sucks to the core after this update. Its too slow and many more problems. #ios11update,4
apple_2238899,"@AppleSupport what happened if i have a problem like this on macbook pro mf839? What can i do to solve this one? Fyi, restart didn’t work and (This language is indonesian). https://t.co/r5q7Cq58BK",3
apple_707445,"Ever since I upgraded my iOS,my phone has gone south! It freezes like mad,goes off on me,battery drains like wtf😭😭! Help me o @AppleSupport",7
apple_1049245,"@AppleSupport this new update has destroyed my iphone! Nothing will load....apps, safari....it’s driving me insane! Fix it immediately!!!",1
apple_695315,@AppleSupport song is playing but timing is still 0.00😲😲 https://t.co/DceiY29XaV,6
apple_2590744,"Dropped my phone in water, now it's stuck on headphones #SOS @applesupport",9
apple_801709,@AppleSupport how can I stop apps appearing like this after I've used them on my iPad? #apple #ipad https://t.co/FDNloYoZtO,3
apple_2025744,"Hi @AppleSupport I disabled alerts, but still keep on receiving email alerts from @798.com account about each Google Calendar event https://t.co/WUCWp6Tg6O",8
apple_2484276,@115858 CAN YOU PLEASE FIX THIS GLITCH HOW HAVE YOU NOT FIXED THIS GLITCH I️ AM TRYING TO SAY THE WORD I️ NOT FUCKING A?,5
apple_1542003,@115858 @AppleSupport why are all my capital i’s coming out like this &gt;&gt;&gt; I️,10
apple_1569663,Telefoon ligt aan de lader terwijl ie nog verder leeg loopt..... grrrr @AppleSupport wanneer komt die fix voor de 11.0.3 ?! #zucht,0
apple_548067,"@AppleSupport I'm thinking of  purchasing one of your refurbished iPod touch's. I'm looking at one on your UK site and was wondering what gets refurbished in these models. Is the screen replaced, the shell, the battery?",8
apple_2062110,@AppleSupport whyyyyy you delete all my pics https://t.co/y0FrYGWYBN,2
apple_2975690,My phone moving so slow @AppleSupport,9
apple_1808272,"Under @115858 iPhone6s unexpected shutdown program iZenica, Auth Ser Cntr installed old battery. iPhone now drains even faster. @AppleSupport",11
apple_2040780,@115858 I️ hate you. I️ hate you. I️ hate you.,2
apple_2968968,"@AppleSupport I’m trying to update my apps, but I can’t because my fucking visa has something wrong with the app store. I’m trying to remove it from my account and also I don’t have a “None” option! I tried to update my visa info. but app store shows that:
How could u help?! https://t.co/h9jiYxXN9m",8
apple_568443,@AppleSupport @115858 fix the bugs!! You people have $billions of dollars!!  Phones keep shutting off every 30 seconds!! #junk #apple #bugfix,9
apple_1469307,@AppleSupport the new IOS 11.1 is messing up my phone☹️☹️ especially when I️ type.,4
apple_1683437,Get your shit together @115858 eye would like to use the letter “I️”again,10
apple_2945732,@AppleSupport @115858 anyone experiencing 1990 dial up with their 6plus. Please fix this issue it’s been way to long. #glitch #frustrated,9
apple_844287,@AppleSupport why can i airplay apple music to my @8595 avr 2400h but not my #HEOS speaker? makes no sense. #imconfused 🤔,6
apple_1003888,@115858 why is my phone lagging after iOS update.,1
apple_1735048,#iOS 11.1 bug verified @115858 https://t.co/uBmIpA9EOw,4
apple_548190,"After the latest iOS update in my mac and Iphone 7
It seems that my mac and iphone both are facing speed issues
they are getting hanged and being lagged.
@AppleSupport",7
apple_2526372,@115858 It took me 3 hard restarts and Twitter crashing 15+ times just for me to write this tweet. Your new iOS is making me hate you and my phone. I’m not going to upgrade because you’ll keep doing this. Time to try out other smartphones...,1
apple_2352166,I was late to work AGAIN because my alarms never fucking work. @115858 FIX this shit. 😒,2
apple_2000747,@AppleSupport get your shit together I’m sick of seeing “ A ?” everytime I️ type the letter “I️”,10
apple_1003864,@AppleSupport @115858 battery came down to 9% from 71% in just a span of 25 mins. Plz fix this bug #ios1103 #pathetic,11
apple_1357303,Updated my #iphone and now it won’t connect to my car. New iPhone must be out.. @115858,1
apple_235833,"@115858 since I’ve updated to IOS 11 battery life is shocking and phone is very slow, downloaded ring tones no longer work!! 11.0.2 no better",4
apple_2305497,Yo @115858 is this gon fix that “I” glitch or naw? https://t.co/Ylya3r1SGe,5
apple_2732957,@AppleSupport any explanation as to why an iphone 7 plus was in perfect working condition and magically the new iphones release and my phone gets glitchier and glitchier each day until today when i can’t even send a text without my phone actually crashing?,7
apple_2293912,"Huge shout out to @115858 for deleting all of my GarageBand files, then updating the app and making it impossible to sort 💔",6
